Clade	Lowest_taxonomic_level	Kingdom	Phylum	Class	Order	Family	Genus	Species
901	s__Peptoniphilus_sp_oral_taxon_386	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Peptoniphilus	Peptoniphilus sp oral taxon 386
902	s__Cronobacter_universalis	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter	Cronobacter universalis
903	s__Clostridium_papyrosolvens	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium papyrosolvens
904	s__Campylobacter_concisus	Species	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus
905	s__Treponema_vincentii	Species	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema vincentii
906	g__Aeromicrobium	Genus	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	NA
907	s__Streptococcus_sp_oral_taxon_071	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp oral taxon 071
908	s__Listeria_grayi	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria grayi
909	s__Parabacteroides_sp_ASF519	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides sp ASF519
910	f__Alcaligenaceae	Family	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA	NA
911	s__Adlercreutzia_equolifaciens	Species	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	Adlercreutzia equolifaciens
912	s__Salinivibrio_costicola	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Salinivibrio	Salinivibrio costicola
913	s__Lactobacillus_farciminis	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus farciminis
914	s__Providencia_rettgeri	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Providencia rettgeri
915	s__Holdemania_sp_AP2	Species	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania sp AP2
916	g__Thiobacillus	Genus	Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Thiobacillus	NA
917	s__Enterococcus_mundtii	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus mundtii
918	s__Klebsiella_variicola	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella variicola
919	s__Actinomyces_naeslundii	Species	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces naeslundii
920	s__Lactobacillus_gigeriorum	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gigeriorum
921	s__Bifidobacterium_minimum	Species	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium minimum
922	s__Streptococcus_merionis	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus merionis
923	s__Actinomyces_sp_oral_taxon_877	Species	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp oral taxon 877
924	s__Porphyromonas_levii	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas levii
925	g__Alloprevotella	Genus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
926	f__Rhodocyclaceae	Family	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	NA	NA
927	s__Acinetobacter_sp_CIP_101966	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp CIP 101966
928	s__Caloramator_australicus	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator	Caloramator australicus
929	s__Escherichia_sp_4_1_40B	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia sp 4 1 40B
930	s__Prevotella_pleuritidis	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pleuritidis
931	f__Aeromonadaceae	Family	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	NA	NA
932	s__Anaerococcus_obesiensis	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Anaerococcus	Anaerococcus obesiensis
933	s__Weissella_koreensis	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella koreensis
934	s__Campylobacter_fetus	Species	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter fetus
935	f__Oscillospiraceae	Family	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	NA	NA
936	f__Vibrionales_noname	Family	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionales_noname	NA	NA
937	s__Rahnella_aquatilis	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Rahnella	Rahnella aquatilis
938	s__Shewanella_baltica	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella baltica
939	s__Erwinia_pyrifoliae	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia pyrifoliae
940	s__Lawsonia_intracellularis	Species	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Lawsonia intracellularis
941	s__Cronobacter_turicensis	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter	Cronobacter turicensis
942	s__Corynebacterium_lipophiloflavum	Species	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium lipophiloflavum
943	s__Escherichia_sp_TW09276	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia sp TW09276
944	k__Eukaryota	Kingdom	Eukaryota	NA	NA	NA	NA	NA	NA
945	s__Lactobacillus_sanfranciscensis	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sanfranciscensis
946	s__Pediococcus_pentosaceus	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus pentosaceus
947	s__Providencia_rustigianii	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Providencia rustigianii
948	s__Streptococcus_pasteurianus	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pasteurianus
949	s__Pantoea_sp_YR343	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea sp YR343
950	s__Escherichia_hermannii	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia hermannii
951	s__Enterococcus_pallens	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus pallens
952	s__Photorhabdus_luminescens	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Photorhabdus	Photorhabdus luminescens
953	s__Allofustis_seminis	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Allofustis	Allofustis seminis
954	s__Eggerthella_sp_1_3_56FAA	Species	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella	Eggerthella sp 1 3 56FAA
955	s__Escherichia_sp_TW09308	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia sp TW09308
956	s__Klebsiella_sp_KTE92	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella sp KTE92
957	s__Fusobacterium_sp_oral_taxon_370	Species	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium sp oral taxon 370
958	s__Edwardsiella_tarda	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Edwardsiella	Edwardsiella tarda
959	s__Mannheimia_succiniciproducens	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Basfia	Mannheimia succiniciproducens
960	s__Anaerostipes_sp_3_2_56FAA	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes sp 3 2 56FAA
961	s__Shewanella_decolorationis	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella decolorationis
962	f__Rikenellaceae	Family	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA	NA
963	s__Yersinia_enterocolitica	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia enterocolitica
964	s__Pantoea_stewartii	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea stewartii
965	g__Rahnella	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Rahnella	NA
966	s__Prevotella_veroralis	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella veroralis
967	g__Pelosinus	Genus	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus	NA
968	s__Photorhabdus_temperata	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Photorhabdus	Photorhabdus temperata
969	s__Enterococcus_sp_7L76	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp 7L76
970	g__Parascardovia	Genus	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Parascardovia	NA
971	s__Atopobium_sp_oral_taxon_810	Species	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	Atopobium sp oral taxon 810
972	s__Streptococcus_sp_2_1_36FAA	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp 2 1 36FAA
973	g__Comamonas	Genus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	NA
974	s__Gemella_haemolysans	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_noname	Gemella	Gemella haemolysans
975	g__Eggerthia	Genus	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Eggerthia	NA
976	s__Burkholderia_xenovorans	Species	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia xenovorans
977	s__Streptococcus_didelphis	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus didelphis
978	f__Burkholderiaceae	Family	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	NA	NA
979	s__Acinetobacter_pittii_calcoaceticus_nosocomialis	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii calcoaceticus nosocomialis
980	s__Psychrobacter_arcticus	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter arcticus
981	s__Helicobacter_macacae	Species	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter macacae
982	s__Dickeya_dadantii	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya	Dickeya dadantii
983	s__Streptococcus_parauberis	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parauberis
984	f__Brucellaceae	Family	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	NA	NA
985	s__Dehalococcoides_mccartyi	Species	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
986	g__Bacteroidetes_noname	Genus	Bacteria	Bacteroidetes	Bacteroidetes_noname	Bacteroidetes_noname	Bacteroidetes_noname	Bacteroidetes_noname	NA
987	f__Aerococcaceae	Family	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	NA	NA
988	s__Enterobacter_sp_R4_368	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter sp R4 368
989	s__Citrobacter_sp_KTE32	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter sp KTE32
990	s__Facklamia_ignava	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	Facklamia ignava
991	s__Helicobacter_pylori	Species	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
992	s__Brevibacillus_brevis	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis
993	g__Xenorhabdus	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Xenorhabdus	NA
994	s__Ureaplasma_urealyticum	Species	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	Ureaplasma urealyticum
995	s__Pediococcus_lolii	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus lolii
996	g__Ureaplasma	Genus	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	NA
997	f__Streptomycetaceae	Family	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	NA	NA
998	s__Pseudomonas_thermotolerans	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas thermotolerans
999	s__Streptococcus_sp_I_P16	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp I P16
1000	s__Candida_albicans	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_noname	Candida	Candida albicans
1001	s__Prevotella_salivae	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae
1002	f__Enterocytozoonidae	Family	Eukaryota	Microsporidia	Microsporidia_noname	Microsporidia_noname	Enterocytozoonidae	NA	NA
1003	g__Photorhabdus	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Photorhabdus	NA
1004	s__Veillonella_sp_oral_taxon_780	Species	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella sp oral taxon 780
1005	g__Chlamydia	Genus	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	NA
1006	s__Streptococcus_ferus	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus ferus
1007	s__Gemella_bergeri	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_noname	Gemella	Gemella bergeri
1008	s__Pantoea_sp_A4	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea sp A4
1009	s__Lactobacillus_hominis	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus hominis
1010	g__Tannerella	Genus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	NA
1011	s__Neisseria_sp_GT4A_CT1	Species	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria sp GT4A CT1
1012	s__Clostridium_phytofermentans	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium phytofermentans
1013	g__Capnocytophaga	Genus	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
1014	s__Mycobacterium_tuberculosis_bovis_africanum_canetti	Species	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis bovis africanum canetti
1015	s__Lactobacillus_sp_ASF360	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp ASF360
1016	s__Neisseria_elongata	Species	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata
1017	s__Achromobacter_arsenitoxydans	Species	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter arsenitoxydans
1018	s__Entamoeba_dispar	Species	Eukaryota	Eukaryota_noname	Eukaryota_noname	Eukaryota_noname	Eukaryota_noname	Entamoeba	Entamoeba dispar
1019	s__Yersinia_intermedia	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia intermedia
1020	s__Coxiella_burnetii	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella burnetii
1021	s__Enterococcus_villorum	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus villorum
1022	s__Clostridium_sporogenes	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sporogenes
1023	s__Desulfovibrio_alaskensis	Species	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio alaskensis
1024	s__Butyrivibrio_sp_AE3009	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio sp AE3009
1025	s__Lactobacillus_coryniformis	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus coryniformis
1026	s__Vibrio_splendidus	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus
1027	s__Porphyromonas_asaccharolytica	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas asaccharolytica
1028	s__Haemophilus_aegyptius	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus aegyptius
1029	s__Enterococcus_dispar	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus dispar
1030	f__Verrucomicrobiaceae	Family	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
1031	g__Filifactor	Genus	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor	NA
1032	s__Neisseria_sp_oral_taxon_014	Species	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria sp oral taxon 014
1033	s__Candidatus_Arthromitus_sp_SFB_1	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Candidatus_Arthromitus	Candidatus Arthromitus sp SFB 1
1034	p__Chloroflexi	Phylum	Bacteria	Chloroflexi	NA	NA	NA	NA	NA
1035	g__Azoarcus	Genus	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus	NA
1036	s__Legionella_longbeachae	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella longbeachae
1037	s__Serratia_marcescens	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia marcescens
1038	s__Anoxybacillus_flavithermus	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus flavithermus
1039	s__Brucella_abortus	Species	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella abortus
1040	s__Butyrivibrio_sp_NC2007	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio sp NC2007
1041	s__gamma_proteobacterium_HdN1	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_noname	Gammaproteobacteria_noname	Gammaproteobacteria_noname	gamma proteobacterium HdN1
1042	s__Clostridium_beijerinckii	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii
1043	s__Clostridium_cellulolyticum	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium cellulolyticum
1044	s__Pseudomonas_fluorescens	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
1045	s__Selenomonas_sp_oral_taxon_892	Species	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	Selenomonas sp oral taxon 892
1046	g__Eremococcus	Genus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Eremococcus	NA
1047	s__Atopobium_sp_ICM58	Species	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Atopobium	Atopobium sp ICM58
1048	s__Candidatus_Prevotella_conceptionensis	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Candidatus Prevotella conceptionensis
1049	s__Achromobacter_xylosoxidans	Species	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans
1050	s__Flavobacteriaceae_bacterium_HQM9	Species	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_noname	Flavobacteriaceae bacterium HQM9
1051	s__Klebsiella_sp_1_1_55	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella sp 1 1 55
1052	s__Treponema_sp_JC4	Species	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema sp JC4
1053	g__Catonella	Genus	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	NA
1054	c__Alphaproteobacteria	Class	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
1055	s__Selenomonas_sp_FOBRC9	Species	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	Selenomonas sp FOBRC9
1056	f__Campylobacteraceae	Family	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	NA	NA
1057	g__Edwardsiella	Genus	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Edwardsiella	NA
1058	s__Plesiomonas_shigelloides	Species	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Plesiomonas	Plesiomonas shigelloides
1059	g__Stomatobaculum	Genus	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	NA
1060	g__Johnsonella	Genus	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	NA
1061	s__Clostridium_pasteurianum	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium pasteurianum
1062	o__Pasteurellales	Order	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	NA	NA	NA
1063	s__Bacillus_sp_ZYK	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp ZYK
1064	c__Erysipelotrichia	Class	Bacteria	Firmicutes	Erysipelotrichia	NA	NA	NA	NA
1065	s__candidate_division_TM7_single_cell_isolate_TM7b	Species	Bacteria	Candidatus_Saccharibacteria	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	Candidatus_Saccharibacteria_noname	candidate division TM7 single cell isolate TM7b
1066	s__Enterococcus_durans	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus durans
1067	s__Helcococcus_kunzii	Species	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XI_Incertae_Sedis	Helcococcus	Helcococcus kunzii
1068	s__Austwickia_chelonae	Species	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermatophilaceae	Austwickia	Austwickia chelonae
1069	s__Citricoccus_sp_CH26A	Species	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Citricoccus	Citricoccus sp CH26A
1070	s__Propionibacterium_acidipropionici	Species	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Propionibacterium acidipropionici
1071	s__Kocuria_atrinae	Species	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	Kocuria atrinae
1072	s__Helicobacter_winghamensis	Species	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter winghamensis
1073	g__Sphingomonas	Genus	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
1074	s__Prevotella_intermedia	Species	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia
1075	s__Exiguobacterium_sp_S17	Species	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_noname	Exiguobacterium	Exiguobacterium sp S17
1076	s__Streptococcus_sp_C300	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp C300
1077	s__Jonquetella_anthropi	Species	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	Jonquetella anthropi
1078	f__Staphylococcaceae	Family	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	NA	NA
1079	s__Erysipelothrix_tonsillarum	Species	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix tonsillarum
